
         1


    40.25    152.00    152.00    152.00    152.00    152.00    152.00    152.00    152.00    152.00    162.97    171.45    183.00    183.00    156.56    152.00    153.92    152.00    152.00    152.00    152.00    152.00    152.00    152.00    152.00    152.00    179.03    156.56    152.00    152.00    173.32    182.17    173.57    188.68    152.00    152.00    157.66    157.00    148.30    137.56    183.00    110.00    115.90    116.56    152.00    125.61    152.01    135.34    146.65    159.27    148.07    150.93    152.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    39.75    152.00    152.00    152.00    126.53    152.00    152.00    152.00    152.00    171.19    170.55    161.32    183.00    171.21    168.35    152.00    185.06    163.78    180.46    152.00    152.00    152.00    154.01    152.00    152.00    172.93    164.45    155.81    152.00    152.00    158.01    197.08    181.18    184.58    197.33    160.31    137.15    176.31    170.75    166.28    183.00     90.87     97.43    111.73    111.83    180.13    100.62    151.37    160.74    157.00    154.05    152.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    39.25    134.28     63.17     84.10    152.00    141.17    152.00    147.61    103.90    152.00    163.63    174.55    152.00    156.46    152.00    165.19    185.06    183.55    173.91    187.64    152.00    158.58    153.97    163.29    179.58    183.24    182.86    174.40    113.57    191.96    111.44    102.99    160.10    152.09    156.70    138.61    134.14    172.28    140.36     86.00    107.16     92.02     95.63     94.00    135.20    159.15    136.07    157.10    161.22    176.23    171.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    38.75    158.36    156.46    152.00    127.85    111.62    183.00    145.75    145.79    179.14    151.50    133.44    164.03    183.00    164.67    167.91    184.84    177.76    179.03    188.26    123.91    157.32    171.21    167.22    162.09    165.58    186.79    164.70    181.59    243.18    122.92     71.00     71.00    113.86    137.00    130.33    180.66    193.00     96.79     86.00     91.04     84.79     94.73     84.11    136.51    101.92    166.92    192.25    177.54    190.02    197.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    38.25    152.00    152.00    152.00    152.00    152.00    170.80    136.69    177.03    188.13    140.06    153.16    152.00    152.00    172.19    124.90    153.09    196.24    190.23    162.70    185.91    177.57    154.63    161.63    173.51    203.00    203.00    111.12    176.56    196.07     96.40    123.33    116.78    120.67    107.13    120.86     96.95     99.34    165.00     86.00     91.13     82.23    131.92    150.74    158.31    150.33    165.00    176.15      0.00    190.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    37.75    152.00    152.00    168.99    152.00    176.69    180.89    109.64    176.74    128.93    201.05    166.32    152.00    144.77    196.12    168.32    134.29    158.12    180.48    142.26    152.50    196.75    193.31    169.51    200.61    175.56    173.46     93.27    121.41    161.34     92.71    107.89    166.12    137.00    122.02     81.00     91.82     95.12    114.20    133.81     86.15     86.68    137.06    162.40    153.78    168.61    165.00    165.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    37.25    160.22    170.07    172.98    169.06    194.29    198.54    128.26     98.92    146.98    233.35    178.35    152.00    153.15    164.00    191.52    203.00    194.36    188.06    167.00    167.00    176.90    189.10    186.87    181.38    130.35    112.43     88.19     93.68    203.23    151.10    174.07    137.00    137.00    137.00     96.62     92.72    125.86    123.65    160.24    117.93    178.84    175.25    178.97    180.81    167.12    183.58    183.68      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    36.75    159.61    165.00    158.41    190.22    190.04    203.00    222.58    114.47    198.00    205.21    158.19    152.00    179.42    196.37    203.00    203.00    203.00    203.00    168.47    198.65    179.56    177.47    165.00    159.63    203.00    176.60    212.59    179.27    176.22    123.40    182.25    181.34    177.89    146.59    154.02    183.00    152.05    127.59    133.98    186.55    190.00    190.00    162.59    176.05    163.61    181.11    169.20    196.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    36.25    179.62    150.25    186.80    171.80    184.31    138.21    182.67     83.87    198.00    200.01    196.27    203.00    166.71    129.20    170.07    191.41    203.00    203.00    203.00    183.65    176.99    182.52    177.43    181.09    251.00    200.42    132.96    141.04    169.33     94.52    159.93    221.02    216.92    121.03    146.78    128.31    152.00    139.52    182.21    185.75    188.95    159.54    181.35    190.00    215.98    176.64    185.58    200.18      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    35.75    174.99    165.00    168.86    190.63    193.92    130.42    127.00    170.65    198.00    172.45    172.98    157.00    157.00    157.00    157.00    157.00    114.15    179.94    161.00    188.03    171.21    168.52    198.43    189.37    204.37    179.40    108.89    147.04    176.04     86.00    179.31    207.54     78.59    108.86    135.38    102.78    152.59    186.88    190.00    151.23    178.91    177.51    186.84    227.75    209.06    192.45    199.57      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
    35.25    154.60    140.25    179.96    180.35    164.95    140.23    119.21    169.72    161.70    149.69    185.29    105.40     94.00    139.99     94.00     94.00    132.95    174.05    152.00    171.29    182.32    177.12    203.00    169.90    217.30    183.00    171.38    172.03     86.00    187.06    199.00    101.26    120.70     86.00    159.61    189.38    190.00    190.00    175.28    116.17    154.36    163.92    218.00    225.78    218.34    187.08    191.23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
